CharacterId,Name,Author,Width,Height
8012,Mario 119,"119way, gmspectre & winodds & mengbin9",76.0,93.0
8013,Yuki ex EX3,119way,128.0,102.0
8014,Scarlet dragon EX3,Uma_sonohen,104.0,139.0
8015,Yuka kanzaki,Chibasin,49.0,107.0
8016,Hard man,Calamix,36.0,38.0
8017,Shadow man EX3,Calamix,26.0,31.0
8018,Snake man,Calamix,34.0,30.0
8019,Ring man,Calamix,26.0,32.0
8020,Masked rider 555,Qzak,65.0,115.0
8021,Masked rider 555_z,Qzak,59.0,115.0
8022,Wave man,Calamix,31.0,35.0
8023,7th heaven ciel,Tene,93.0,104.0
8024,Yuri sakazaki EX3,Fervicante,304.0,224.0
8025,Cold man,Calamix,43.0,71.0
8026,A ninja,Masukenpu-kun,34.0,48.0
8027,A-agito,Aaa,127.0,112.0
8028,A-green EX3,Nhk,123.0,86.0
8029,A-heart,Aaa,182.0,216.0
8030,A-rei,Simotsuki,164.0,265.0
8031,A-unagi,A-unagi,,
8032,A-yuki,Yanmar,491.0,293.0
8033,Leone abbacchio ex,Amarimono,87.0,117.0
8034,Accelerator EX3,Otika,57.0,107.0
8035,Ace other kula,Zelgadis,48.0,105.0
8036,Acid,,131.0,179.0
8037,Adam EX3,Tokage,110.0,194.0
8038,Adel-haaaaai,Takute2,67.0,114.0
8039,Adler-en1 EX3,Hm,149.0,206.0
8041,Ado,Ganva,53.0,100.0
8042,Adol_c EX3,Ankokunaitou,56.0,94.0
8044,Ageha,Juke kisaragi,54.0,103.0
8045,Agent smith,Nhoj,100.0,239.0
8046,Masked rider agito EX3,Qzak,96.0,124.0
8047,Agito of the dark,H,127.0,112.0
8048,Agni-enja,"A,c,c",71.0,96.0
8049,Agrail,Shoe,63.0,116.0
8050,Agumon,Godlike,54.0,62.0
8051,Ak man,Elecbyte,51.0,106.0
8052,Aiant,Z.a.i.,56.0,34.0
8053,Aika toarcreat,,48.0,105.0
8054,Aioria de leo,,150.0,150.0
8055,Airou ver2.11,Seku,87.0,157.0
8056,Akaitsuki EX3,Shiroto,53.0,106.0
8057,Akari kamigishi EX3,Gatyuo,145.0,225.0
8058,Akari ichijo EX3,Ahuron,105.0,51.0
8060,Another kung fu girl z,S.y.d,50.0,100.0
8061,Akys,Hnymr,147.0,323.0
8062,Al azif,Yu-toharu,54.0,111.0
8063,Alakazam,Bakisimu,128.0,128.0
8064,Albion,T-jiro,447.0,311.0
8065,Alexa,Zako,123.0,86.0
8066,Alex_a,Felicity,113.0,111.0
8067,Alien guts(blue_no9),Uma,33.0,80.0
8068,Alissa,Ka2obushi,83.0,122.0
8069,Alpha candy,119way,51.0,107.0
8070,Alucard EX3,Akimoto,64.0,141.0
8071,Alvin the chipmunk,Xgales,70.0,70.0
8072,Hu-ama EX3,Ria,200.0,150.0
8073,Amakusa ex,Masquer,116.0,117.0
8074,Captainamerica EX3,Unkoman,89.0,113.0
8075,American idiot,Tommy-gun,81.0,113.0
8076,Ami ex,}ht,171.0,365.0
8077,Ananzi,Andres borghi,113.0,139.0
8078,Anaroguma,Hanbahan,36.0,54.0
8079,Android 18 EX3,Stig87,52.0,84.0
8081,Andy,Infinite,74.0,107.0
8082,Ange EX3,Yu-toharu,102.0,247.0
8083,Angela EX3,Masa00341,89.0,128.0
8084,Adon ca,Mouser,44.0,72.0
8085,Idaten,Mouser,50.0,69.0
8086,Animus EX3,Andres borghi,62.0,127.0
8087,Anna ex,Kayui uma,38.0,125.0
8088,Another agito,Kei166,100.0,136.0
8089,Anti.guile.zangief,Shiratama,103.0,110.0
8090,Antlar,?,58.0,88.0
8091,Masaki anzu EX3,Sankiti,66.0,104.0
8092,Aoc,Aoshi24,89.0,118.0
8093,Arcbeetle,?eq,63.0,65.0
8094,Arigato usagi,Kozeni,70.0,140.0
8095,Kana-chan dhq EX3,Miyabi,107.0,233.0
8096,Aruru(yuka),M3,250.0,300.0
8097,Asagi asagiri,Stupa,39.0,63.0
8098,Goku ascended,Supermystery,54.0,114.0
8099,Ash of blueblood,Jin,69.0,104.0
8100,Assasincross,Seima,36.0,75.0
8101,Astranalent,Kn,37.0,85.0
8102,Asuras,Simotsuki,197.0,224.0
8103,Asura,Ahuron,491.0,293.0
8104,Asutorea EX3,Sankiti,247.0,232.0
8105,Athena EX3,Aomura,75.0,99.0
8106,Athena fake,Ibukah,46.0,77.0
8107,Athena945,Sekirei,69.0,94.0
8108,Athena asamiya EX3,Ahuron,289.0,148.0
8109,Aty,Act02,200.0,256.0
8110,Tyrant_a,Muu,88.0,86.0
8111,Ultraseven_a,Muu,44.0,84.0
8112,Ultraman dyna_a,Muu,51.0,82.0
8113,Ultraman gaia_a,Muu,58.0,82.0
8114,Ultraman jack_a,Muu,56.0,76.0
8115,Ultraman tarou_a,Muu,51.0,83.0
8116,Ultraman tiga_a,Muu,52.0,83.0
8117,Kyoso(n-cube ai),Elecbyte,48.0,85.0
8118,Avdol,Izumo,73.0,116.0
8119,Avdul,Nimame,73.0,116.0
8120,Awakened torao,Nhk,320.0,224.0
8121,Awaken satsuki,Syacho-,66.0,67.0
8122,Axel,Ruina&azuma,460.0,170.0
8123,Axel stone,Xdxdav,66.0,111.0
8124,Ayako,Aomura,81.0,109.0
8125,Ayatsuji tsukasa EX3,Ouchi,48.0,90.0
8127,Shameimaru,Amzak,46.0,106.0
8128,Ayu&misuzu&mizuka,Rekku,60.0,88.0
8129,Kagami EX3,Hal,121.0,130.0
8130,Basilisk-s[0.98] EX3,Nankotsu_curry,49.0,97.0
8131,Baki-hanma EX3,Tokage,173.0,186.0
8132,Baki-hanma ex,Tokage,173.0,186.0
8133,Balrog EX3,Lord sinistro,76.0,113.0
8134,Balrog_a,Felicity,69.0,114.0
8135,Bao,Syu takazaki,62.0,91.0
8136,Lugia,Tylorgoldenyoshi,642.0,226.0
8137,Barbie,Maniac1075,44.0,73.0
8138,Bardock EX3,Tomo,78.0,96.0
8140,Barts EX3,Masa00341,90.0,101.0
8141,Lf2 - bat,Deoxgigas,39.0,75.0
8142,Mr bater,Nyankiryu,38.0,93.0
8144,Baby bonnie hood EX3,Baby bonnie hood,59.0,91.0
8146,Battle dome,Lonisaka,42.0,52.0
8147,Beastmaster,?eq,58.0,66.0
8148,Beavis EX3,The_none,71.0,296.0
8150,Benimaru EX3,Ninniku,95.0,100.0
8151,Benimaru 98,Ikaruga,54.0,114.0
8152,Benimaru945,Sekirei,56.0,111.0
8153,Mr.big EX3,Aomura,80.0,112.0
8154,Big volfogg,Nani-,34.0,50.0
8155,Billy 'big bang' blitz,Spacemouse,26.0,40.0
8156,Big ptolemaic tank,Txpot,169.0,141.0
8157,Bikeman,Gyuki,184.0,140.0
8158,Binjyobrothers,}ht,264.0,284.0
8159,Birdie EX3,?eq,110.0,214.0
8160,Koishi_b EX3,Biyo,72.0,94.0
8161,Blackk',Black,172.0,217.0
8162,Black_k',Black,172.0,217.0
8163,Blaque,Xcb,51.0,95.0
8164,Bleyze,Togami,164.0,278.0
8165,Blitztank-n,Hm,496.0,309.0
8166,Blizzard EX3,Basara-kun,63.0,109.0
8167,Bloo ex,Tutaya,63.0,112.0
8168,Blue colonel,Peg+untruthful dragon,43.0,139.0
8169,Blue blood,Bunshi&rouge noir&slayer&&&lancel,,
8170,Bobby ologun,Neat unsou,73.0,115.0
8171,Bombman,Dxwho,25.0,38.0
8172,Bonobono EX3,Tokuiten,43.0,69.0
8173,Boon,Kuma,76.0,63.0
8174,Alien borg,?,34.0,80.0
8175,Boring kagekiyo,Borewood,212.0,220.0
8176,Boring sdk shiina yuya,Aoao & borewood,71.0,106.0
8177,Brass,Muro,44.0,80.0
8178,Brazer,H. a. l . l .,80.0,117.0
8179,Briaaaaaaaaaaaaaaaaan ex,Ahuron,92.0,105.0
8180,Briaaaaaaaaaaaaaaaaan EX3,Ahuron,92.0,105.0
8181,Broccalon EX3,Doug1105,200.0,278.0
8182,Black-rock_shooter,Misumi,353.0,317.0
8183,Bsreimu,Hatiue,134.0,221.0
8184,Bubsy,Smeagol14,32.0,48.0
8185,Bubsy bobcat,Smeagol14 and spacemouse,32.0,48.0
8186,Burger king,Jay_high19,52.0,56.0
8187,Burner man,? - jojo fu,55.0,66.0
8188,Burnin' leo,Jango,32.0,32.0
8189,Buroli,The necromancer,57.0,119.0
8190,General bush,Sergeus - bush,54.0,77.0
8191,Ukyo tachibana EX3,Buyon,90.0,101.0
8192,C-stm-00x,0,1.0,1.0
8193,Club ace,Pullo,90.0,121.0
8194,Caesar EX3,Jjj,66.0,124.0
8195,Cammy_a,Felicity,74.0,91.0
8196,Capsule monster,?,43.0,88.0
8197,Captain kidd,"Mouser, arranged by guri",83.0,108.0
8198,Captain_heart,Felicity,182.0,216.0
8199,Carol,H. a. l . l .,90.0,101.0
8200,Cassius bright,"Happa,",106.0,81.0
8201,Caviar?,If,70.0,109.0
8202,Cc medusa,Aa250 and bdc,93.0,109.0
8204,Cci hinako,David demianoff,53.0,85.0
8205,Cci jhun EX3,David demianoff,55.0,116.0
8206,Cci xiangfei,David demianoff,61.0,96.0
8207,Cdimario,Smeagol14,18.0,25.0
8208,Cecil_damon,Seima,48.0,98.0
8209,Celesty,Huton,45.0,90.0
8210,Chaka EX3,Nimame,109.0,112.0
8211,Chang_koehan,Noise_low,96.0,142.0
8212,Charlie EX3,Supermystery,89.0,98.0
8213,Charlotte ex,Misao,109.0,120.0
8214,Cheddah gief,Kamekaze,118.0,114.0
8215,Chibi nazrin,Spacemouse,24.0,28.0
8216,Chichi EX3,Colosse,195.0,240.0
8217,Chiduru,R marker & maruta,49.0,91.0
8218,Chiffon,Tokage,215.0,220.0
8219,Childre inarabitta,? - jojo fu,37.0,35.0
8220,Chin,Shinriyo,69.0,93.0
8221,Chonshu EX3,Aomura,47.0,98.0
8222,Chonshu ex,Aomura,47.0,98.0
8224,Chronoforce,Omega32able,173.0,65.0
8225,Chunli_a,Felicity,60.0,97.0
8226,Ciel EX3,Shiroto,36.0,102.0
8227,Cielo,Ljh,94.0,243.0
8228,Circuit-geese,Mojack,64.0,115.0
8229,Clark EX3,Men'sclub,84.0,109.0
8231,Clark 98,Ikaruga,84.0,109.0
8232,Clonekyo,Jin,62.0,104.0
8233,Kyo-1,Jin,62.0,104.0
8234,Kyo-2,Jin,62.0,104.0
8235,Clonekyo xi,Ikaruga,62.0,104.0
8236,Clown,Wani_shimamura,64.0,108.0
8237,Cockle,Donkou,166.0,342.0
8238,Cody_a,Felicity,77.0,103.0
8239,Cool,Mass,92.0,130.0
8240,Crescent EX3,Showbuyspirit,50.0,116.0
8242,Cueca,Jabulleta,152.0,208.0
8243,Curly brace EX3,Cabocha,75.0,103.0
8244,Cursehead,Ikaruga,144.0,160.0
8245,Custom-bsreimu,,134.0,221.0
8246,Custom getsufuma,Borewood,212.0,220.0
8247,Custom omk beatrice EX3,Boomer,178.0,264.0
8248,Boring sdk mukurou,Aoao & borewood,119.0,144.0
8249,Custom sd luffy,Borewood,246.0,246.0
8250,Custom ddv shadow master,Borewood,76.0,111.0
8251,Custom shinobi shou,Borewood,224.0,258.0
8252,Custom ssfiv abel,Borewood,362.0,382.0
8253,Custom ssfiv oni,Borewood,302.0,385.0
8254,Boring vigilante EX3,Borewood,75.0,118.0
8256,C.commando,Warusaki3,138.0,105.0
8257,Cap.com,Warusaki3,138.0,105.0
8258,Marz EX3,26824628,72.0,92.0
8260,Nakoruru EX3,Warusaki3,68.0,86.0
8262,Santamu,26824628,72.0,133.0
8263,Satuki,26824628,72.0,92.0
8264,Yamazaki,Warusaki3,74.0,127.0
8265,Yanyu,26824628,72.0,99.0
8266,Cvs axel,Easychar,58.0,107.0
8267,Cvs blaze,Easychar,54.0,103.0
8268,Cody EX3,Hh,77.0,103.0
8269,Cody(neoneo),Hh,77.0,103.0
8270,Cvs shiva,Easychar,49.0,105.0
8271,Cyberwarren,Lord sinistro,40.0,87.0
8272,D',3ha,83.0,116.0
8273,D-yashiro,Chin-ya,55.0,119.0
8274,D.hibiki,Kfc?,174.0,201.0
8275,D4 roll,Ali,161.0,141.0
8276,Karina toyota,Azu,132.0,209.0
8277,D4 kirby,Seku,135.0,137.0
8278,D4?roll?,Ali,161.0,141.0
8279,D4 reimu EX3,Maitake,157.0,151.0
8280,Skapon,Matsuri atono,50.0,154.0
8281,Dabura EX3,Stig87,110.0,120.0
8282,Daimon 98,Ikaruga,91.0,127.0
8283,Daisy EX3,Ns,48.0,74.0
8284,Daisy dw,Ns,48.0,74.0
8285,Dally,?,55.0,70.0
8286,Dan EX3,Tatsu,25.0,25.0
8287,Dantel,Dxwho,336.0,240.0
8288,Dark magician girl,Dj xtool,72.0,124.0
8289,Dark-baltan,Tokuiten,63.0,121.0
8290,Darthvader,Dan hollandsworth,809.0,804.0
8291,Cho-kichiku masamune EX3,Neat unsou,241.0,249.0
8292,David bell,The_none + balthazar,,
8293,Lf2 - davis,Deoxgigas,38.0,74.0
8294,Royal air king EX3,1/8192,129.0,203.0
8295,Billy EX3,Bad darkness,62.0,119.0
8296,Dead geese,Nyankiryu,32.0,61.0
8297,Dead kung fu man EX3,"Elecbyte, n64mario84",51.0,106.0
8298,Death EX3,Einzbern,179.0,151.0
8299,Death-stuff,Sakura,28.0,45.0
8300,Death13 EX3,Gal129,137.0,153.0
8301,Dee bee kaw EX3,The_none,59.0,115.0
8302,Deedrit,Ayumu sekizyo,73.0,103.0
8303,Lf2 - deep,Deoxgigas,65.0,76.0
8304,Kisei de dekinaiko,Sakura,85.0,95.0
8305,Deluxe adon,Pioupiou,77.0,107.0
8306,Deluxe ai,Fervicante,51.0,108.0
8307,Deluxe athena,Chloe,75.0,99.0
8308,Deluxe burter,"Stig87, choujin",110.0,141.0
8309,Deluxe cassandra,Jack bandit,54.0,92.0
8310,Deluxe chipp,Meka,105.0,106.0
8311,Deluxe kung fu man,N64mario,51.0,106.0
8312,Deluxe lin,Crosscat,69.0,98.0
8313,Deluxe lucia fernandez,On.off & fervicante,59.0,99.0
8314,Deluxe may,Meka,104.0,120.0
8315,Deluxe tetsu yatogi,Xcb,213.0,31.0
8316,Demitri EX3,Youngkirei,84.0,160.0
8317,Lf2 - dennis,Deoxgigas,41.0,73.0
8318,Devilch,Seima,31.0,46.0
8319,Devilman,Gianni from partinico,170.0,404.0
8320,Dreamform sula,Crucifix,36.0,105.0
8321,Diggle,Archdiggle,32.0,31.0
8322,Dio v,Warusaki3,66.0,120.0
8323,Disc,Ouchi,152.0,174.0
8324,Divekick kfm,Vosper,51.0,106.0
8325,Kung fu man EX3,Elecbyte&divinewolf,51.0,106.0
8326,Skullomania EX3,Seanaltly&divinewolf,65.0,109.0
8328,Dk,Zinseinogomi,38.0,58.0
8329,Dlanor a. knox,Shiroto,151.0,234.0
8330,Desperado+,Sdc,96.0,141.0
8331,Bloodia EX3,Qk2key,55.0,125.0
8333,Dokuo_ver1.39,Sakura,33.0,56.0
8334,Dolphin,Kairiphin,146.0,55.0
8335,Dooj mustachio,Diggs,116.0,216.0
8336,Doragory,Bakisimu,120.0,150.0
8337,D-rugal EX3,Ahuron,108.0,132.0
8338,Dormammu-r,Ahuron,108.0,132.0
8339,Down,Arti,360.0,240.0
8340,Dragon EX3,Kayui uma,61.0,112.0
8341,Dragon_warrior(dnf) +q,White hair knight,118.0,147.0
8343,Dual koa(v0.5.2),0-saft,140.0,83.0
8344,Ducky,Mcducky potatoes,151.0,201.0
8345,Dudley EX3,Vs style debuts,103.0,113.0
8346,Dudley streets,Knightmare106,384.0,353.0
8347,Durian EX3,Tokage,174.0,225.0
8348,Ecoco EX3,Ali,61.0,160.0
8349,Miles edgeworth,Ld,104.0,143.0
8350,Edonokiba,Tamago kanten,30.0,52.0
8351,Eharu EX3,Kishio,158.0,270.0
8352,Eiji EX3,Ikaruga,65.0,95.0
8353,Eleking,?,94.0,88.0
8354,Elfin ix,Ankokunaitou,29.0,74.0
8355,Elirin EX3,Ns,66.0,118.0
8356,Elisabeth EX3,Aomura,61.0,107.0
8357,Elita one,Omega supreme,93.0,132.0
8358,Elpizo,? - jojo fu,40.0,44.0
8359,Enja ex,Misao,71.0,96.0
8360,Enlightened sun wu kong,Melvanainchains,141.0,227.0
8361,Gundam epyon,Ohgaki,101.0,110.0
8362,Eremes_guile,Seima,38.0,102.0
8363,Eve EX3,Hanma,133.0,168.0
8365,Eve silvan,Hanma,46.0,106.0
8366,Evil dooby dummy,Darkluigi,247.0,319.0
8367,Evil clown,Dxwho,126.0,192.0
8368,Evil guire,Testp and robert the small,76.0,90.0
8369,Evil ken ssf'2 plus EX3,Guille_n_roll,64.0,96.0
8370,Evil ryu ssf'2 plus EX3,Guille_n_roll,64.0,98.0
8371,Ex-kyo(jin-typea),Jin,62.0,104.0
8372,Aladdin EX3,Dj hannibalroyce,20.0,53.0
8373,Android 16 EX3,Choujin,384.0,256.0
8374,Batman EX3,Alucard,119.0,128.0
8375,Bristol weller,Choujin,59.0,115.0
8376,Mvc2 captain america,Captainamerica,89.0,113.0
8377,Perfect cell EX3,Choujin,88.0,124.0
8379,Rock(mkii),Warusaki3,71.0,110.0
8380,Rock EX3,Warusaki3,71.0,110.0
8381,Ryo(mkii),Warusaki3,63.0,108.0
8382,Ryo EX3,Warusaki3,63.0,108.0
8383,Mvc2 cyclops,Cyclops,89.0,116.0
8384,Daimaoh,Choujin,105.0,117.0
8385,Dan mk ii,Phantom.of.the.server,116.0,216.0
8386,Ditto EX3,Dj hannibalroyce,36.0,32.0
8387,Doppo orochi EX3,Tokage,139.0,238.0
8388,Doraemon EX3,Sugiemon,28.0,33.0
8389,Dragon claw EX3,Reu,116.0,113.0
8390,Dr.gero EX3,Choujin,56.0,85.0
8392,Eharu_ai,Kishio,158.0,270.0
8393,Mr buu EX3,Miaoyu,112.0,110.0
8394,Fireman EX3,Dxwho,24.0,33.0
8395,Frieza EX3,Choujin,78.0,109.0
8396,Geese mk ii,Phantom.of.the.server,71.0,117.0
8397,Goenitz EX3,Gonzo-,62.0,118.0
8398,Goku z2 EX3,Balthazar & cybaster,88.0,95.0
8399,Guy mk ii,Phantom.of.the.server,74.0,96.0
8400,Mvc2 iceman,Iceman,111.0,126.0
8401,The joker EX3,Sic-1,82.0,114.0
8402,Judgment EX3,Kishio,153.0,212.0
8403,Hyper neo-kamek EX3,Neo-kamek,42.0,56.0
8404,Kamek EX3,Neo-kamek,42.0,56.0
8405,Kfm,Elecbyte (ai by ironcommando),51.0,106.0
8406,Kid gohan EX3,Miaoyu,47.0,95.0
8407,Knuckles EX3,Abab,31.0,35.0
8408,Krillin EX3,Stig87,50.0,76.0
8409,Lehyu EX3,Kishio,196.0,228.0
8410,Luke skywalker EX3,Dj hannibalroyce,56.0,68.0
8411,Mvc2 magneto,Magneto,110.0,133.0
8412,Mvc2 megaman,Megaman,79.0,70.0
8413,Miduma EX3,Kishio,144.0,220.0
8414,Monk EX3,Kishio,114.0,226.0
8415,Mr.satan EX3,Choujin,97.0,77.0
8416,Omanyte EX3,Dj hannibalroyce,31.0,32.0
8417,Pepe EX3,119way,,
8418,Piccolo EX3,Choujin,72.0,107.0
8419,Small akuma,Pocket fighter,64.0,71.0
8420,Small ryu EX3,Pocket fighter,59.0,66.0
8421,Popeye the sailor,Ddr,76.0,104.0
8422,Ralf EX3,Men'sclub,66.0,116.0
8423,Rera EX3,Ibukah,78.0,88.0
8424,Rick strowd EX3,Nhk,304.0,224.0
8425,Shadow EX3,Abab,32.0,36.0
8427,Son gohan EX3,Choujin,48.0,78.0
8428,Son goku EX3,Choujin,89.0,103.0
8429,Mvc2 storm,Storm,65.0,116.0
8430,Super mario EX3,Shinryoga + neoankh,64.0,83.0
8431,New age king,Quetzalcoatl_88,435.0,319.0
8432,Trunks EX3,Choujin,54.0,95.0
8434,Vile EX3,Ayumu sekijo,71.0,109.0
8435,Vegeta EX3,Choujin,78.0,111.0
8436,Aner rolange EX3,A-kue,61.0,97.0
8437,Kanae EX3,Aokmaniac13,111.0,223.0
8438,Brunestud arcueid,M3,53.0,110.0
8439,Bobby mk ii,Neat unsou,73.0,115.0
8440,Cyber shredder,Werewood,106.0,192.0
8441,Diablo_skeleton EX3,Realredred,160.0,259.0
8442,Etomo shuko EX3,Flax,114.0,105.0
8443,Chen_ai EX3,Gomashio,63.0,92.0
8444,Jhons lee EX3,Kishio,112.0,291.0
8445,Nanoha takamachi EX3,Finir,82.0,101.0
8447,Vita EX3,Finir,63.0,81.0
8448,Reisen e inaba,Y.y,76.0,116.0
8449,Falco la pasione(nagiai),Zenjidoh,42.0,121.0
8450,Faud EX3,Ankokunaitou,46.0,93.0
8451,Faydal,Zenjidoh,59.0,119.0
8452,Feli,Etoile,52.0,93.0
8453,Felix the cat EX3,Roysquadrocks,24.0,32.0
8454,Captain commando EX3,O ilusionista,57.0,76.0
8455,Fighter fly,Diegoabdiel,57.0,48.0
8456,Filea EX3,Ankokunaitou,45.0,67.0
8457,Final EX3,Andres borghi,176.0,259.0
8458,Fiorenza,Gab,38.0,84.0
8459,Fire heart,Ryun,182.0,216.0
8460,Lf2 - firen,Deoxgigas,40.0,69.0
8461,Fire quacker,Balthazar & koopakoot,121.0,128.0
8462,Lf2 - firzen,Deoxgigas,51.0,75.0
8463,Cheep-chomp,N-mario,141.0,108.0
8464,Fl_mugen,Hanbahan,107.0,122.0
8465,F.o.e._meso,Kfc?,108.0,127.0
8466,Fordy-z,Z.a.i.,85.0,90.0
8467,Forte.exe,? - jojo fu,40.0,76.0
8468,Fortress maximus,Omega supreme,131.0,146.0
8469,Franco,Minmeisyobou,75.0,130.0
8470,Freedom nitori EX3,Minoo,42.0,92.0
8472,Lf2 - freeze,Deoxgigas,42.0,74.0
8473,Nao EX3,Ura(re:),35.0,87.0
8474,Fuhashitei,Icl,151.0,80.0
8475,Furudo_erika EX3,Baggy,134.0,236.0
8476,Fusagiko,Donkou,202.0,200.0
8477,Famicom wars,Sugio,88.0,144.0
8478,F_gills,Kei166,140.0,156.0
8479,G. done,Ironjw,53.0,105.0
8480,G-adelheid,"Jin, edited by dls",67.0,114.0
8481,G-adelhell,Da,67.0,114.0
8482,Gaap,Soruzin,320.0,484.0
8483,Gaia EX3,Tokage,96.0,228.0
8484,Gaisei,Silverstar,133.0,136.0
8485,Gaits z,Z.a.i.,100.0,79.0
8486,Galford,Nrf,81.0,95.0
8487,Galford nrf,Nrf,81.0,95.0
8488,Galvatron,Omega supreme,152.0,176.0
8489,Gamelen EX3,Shibaduke,54.0,65.0
8491,Gardevoir EX3,Shiznetz,304.0,217.0
8492,Gardevoir dx,Shiznetz,304.0,217.0
8493,Garlic jr,Tomo,64.0,100.0
8494,Garmraid,Z.a.i.,84.0,91.0
8495,Kitaro EX3,Freddery ii,12.0,16.0
8496,Geese ex xi,Ikaruga,68.0,105.0
8497,Geese EX3,Minmeisyobou,64.0,115.0
8499,Goryujin,Nani-,89.0,64.0
8500,Gel,Tamago kanten,51.0,74.0
8501,Gelonimon,?,80.0,94.0
8502,Gemini,,512.0,512.0
8503,General,Adamskie,88.0,108.0
8504,Geneshic gaogaiger,Gen,91.0,71.0
8505,Genkai_shihan,Ohgaki,82.0,82.0
8506,Gen shougo,Mass,72.0,96.0
8507,Gerdon di yeah,Ngi,68.0,101.0
8508,Ghoston,Tamago kanten,120.0,121.0
8509,Gillius,Binho,100.0,96.0
8510,Sakata gintoki,Serious cat,27.0,54.0
8511,Gliformoth EX3,Ankokunaitou,42.0,84.0
8512,Gliz,Aoba,43.0,105.0
8513,Gloria EX3,Mass,64.0,108.0
8514,Goblin,Ikaruga,82.0,78.0
8515,God kula,null,48.0,105.0
8516,Goku EX3,Darkmemphis and emuboarding,130.0,127.0
8518,Gomora,?,93.0,75.0
8519,Gorgon,Nadagetsu,258.0,300.0
8520,Gouken ssf'2 plus,Guille_n_roll,75.0,101.0
8521,Go badaa ba,Kei166,85.0,118.0
8522,Mask the griffon EX3,T-alf,111.0,116.0
8523,Griffon,Crosscat,120.0,122.0
8524,Grimace,?eq,152.0,254.0
8525,Guard fish,Calamix,64.0,67.0
8526,Guevara,Otto,35.0,54.0
8527,Guile_a,Felicity,68.0,98.0
8528,Gustoff EX3,Ankokunaitou,54.0,77.0
8529,Gutsman,Dxwho,31.0,33.0
8530,G_cyclone,Z.a.i.,171.0,102.0
8531,Hades,Thekcroxas,183.0,181.0
8532,Mike haggar EX3,Actarus,162.0,132.0
8533,Haggar ex,Abuhachi,90.0,97.0
8534,Hakolen-sbs EX3,Showbuyspirit,40.0,95.0
8535,Halt,Ma-bo & tako,137.0,136.0
8536,Hamburglar,?eq,127.0,249.0
8537,Hame-terry,"A,c,c",75.0,97.0
8538,Hammer bro,Kingpepe,68.0,96.0
8539,Hamtaro,Melchior m. philips,54.0,50.0
8540,Han EX3,Ikaruga,77.0,101.0
8541,Samwell han,Ikaruga,77.0,101.0
8542,Haohmaru 98,Ikaruga,96.0,124.0
8543,Haoumaru,Nrf,78.0,94.0
8544,Harpuia,? - jojo fu,56.0,47.0
8545,Harry EX3,Ns,,
8546,Haruka,Nuutype,220.0,340.0
8547,Hashi EX3,Andres borghi,72.0,138.0
8548,Syo hayate EX3,Ahuron,289.0,148.0
8549,Hayato mvc2,Nabeshin,134.0,101.0
8550,Human bo,Girunisu,37.0,88.0
8551,Hyperbattlecyborg,}ht,221.0,250.0
8552,Heart aino,Nadagetsu,182.0,216.0
8553,Heavy rob,H. a. l . l .,99.0,89.0
8554,Heavy d! EX3,Ahuron,491.0,293.0
8556,Heidern_ex,"A,c,c",81.0,118.0
8557,Helion z,Z.a.i.,122.0,123.0
8558,Henri EX3,Kayui uma,73.0,118.0
8559,Lf2 - henry,Deoxgigas,45.0,75.0
8560,Hibiki EX3,Drowin,66.0,91.0
8561,Hiel_mk,Sarielp3,42.0,105.0
8562,Gouki higashi,Basara-kun,57.0,118.0
8563,Hikaru EX3,Tokage,81.0,174.0
8565,Hitosyura EX3,Yuuki_in_slash,114.0,249.0
8566,Hitosyura ex,Yuuki_in_slash,114.0,249.0
8567,Hyper omega chaos hiryu,"Shunkaku66, edited by kestel",100.0,90.0
8568,Hohoudori,Hanbahan,61.0,80.0
8569,Hokutomaru,Ryo 2005,75.0,95.0
8570,Holhorse asb,Ouchi,69.0,116.0
8571,Honda ex,Thedge,91.0,96.0
8572,Honedge,Janeco,200.0,192.0
8573,Cutie honey,Mith,73.0,95.0
8574,Hoppy,Lord sinistro,75.0,86.0
8575,Horaizon ver1.02,Sakura,55.0,77.0
8576,Hotaride,Anamochi,232.0,256.0
8577,Hover,Tamago kanten,37.0,76.0
8578,Haru-chan,Gockroach,37.0,75.0
8579,Hyper kagami,Third,104.0,136.0
8580,Huryou hatune,Tuki no turugi,29.0,75.0
8581,Reiko,Alexiandstevenormoutakusanokatagata,56.0,81.0
8582,H_witch,Sudara13,61.0,109.0
8584,Ice EX3,Black,43.0,106.0
8585,Iggy ex,Gal129,50.0,32.0
8586,International karateka,The_none,49.0,52.0
8587,Ikumi amasawa,586,54.0,90.0
8588,Imouto EX3,Ns,49.0,99.0
8589,Incredible power kyo,Ahuron,289.0,148.0
8590,Ingrid EX3,Shiroto,54.0,95.0
8591,Injya 1p,Pre-to,98.0,104.0
8592,Illyasviel von einzbern,Tabibito,51.0,83.0
8593,Ironfist ryu,Ahuron,173.0,186.0
8594,Ironhide,Omega supreme,110.0,141.0
8595,Irori EX3,Drn,126.0,192.0
8596,Irriana,Mass,76.0,103.0
8597,Itoko_nagiai,Yes,85.0,83.0
8598,Itoko,Yes,85.0,83.0
8599,Izzy blue,Zelgadis+betalille,71.0,109.0
8600,Jack-hamma ex,Elecbyte,184.0,273.0
8601,Jack lantern EX3,T-jiro,139.0,188.0
8603,Jagi bike,Gyuki,379.0,218.0
